ORDERNUMBER,QUANTITYORDERED,PRODUCTLINE,PRICEEACH,CUSTOMERNAME,PHONE,STATE,ORDERDATE
10398,28,Ships,72.26,Reims Collectables,26.47.1555,,10-04-2007 00:00
10400,30,Ships,74.84,The Sharp Gifts Warehouse,4085553659,CA,11-04-2007 00:00
10414,44,Ships,73.98,Gifts4AllAges.com,6175559555,MA,12-04-2007 00:00
10103,25,Vintage Cars,100,Baane Mini Imports,07-98 9555,,13-04-2007 00:00
10111,43,Vintage Cars,100,Mini Wheels Co.,6505555787,CA,14-04-2007 00:00
10126,30,Vintage Cars,97.39,"Corrida Auto Replicas, Ltd",(91) 555 22 82,,15-04-2007 00:00
10139,20,Vintage Cars,90.06,Souveniers And Things Co.,+61 2 9495 8555,NSW,16-04-2007 00:00
10150,26,Vintage Cars,100,"Dragon Souveniers, Ltd.",+65 221 7555,,17-04-2007 00:00
10163,40,Vintage Cars,100,Classic Legends Inc.,2125558493,NY,18-04-2007 00:00
10173,31,Vintage Cars,89.01,Rovelli Gifts,035-640555,,19-04-2007 00:00
10183,22,Vintage Cars,100,"Classic Gift Ideas, Inc",2155554695,PA,20-04-2007 00:00
10193,23,Vintage Cars,100,"Australian Collectables, Ltd",61-9-3844-6555,Victoria,21-04-2007 00:00
10206,30,Vintage Cars,100,Canadian Gift Exchange Network,(604) 555-3392,BC,22-04-2007 00:00
10215,49,Vintage Cars,100,West Coast Collectables Co.,3105553722,CA,23-04-2007 00:00
10228,31,Vintage Cars,100,Cambridge Collectables Co.,6175555555,MA,24-04-2007 00:00
10244,29,Vintage Cars,100,Euro Shopping Channel,(91) 555 94 44,,25-04-2007 00:00
10257,37,Vintage Cars,84.82,The Sharp Gifts Warehouse,4085553659,CA,26-04-2007 00:00
10270,38,Vintage Cars,100,Souveniers And Things Co.,+61 2 9495 8555,NSW,27-04-2007 00:00
10280,29,Vintage Cars,100,Amica Models & Co.,011-4988555,,28-04-2007 00:00
10291,23,Vintage Cars,100,Scandinavian Gift Ideas,0695-34 6555,,29-04-2007 00:00
10304,26,Vintage Cars,85.87,Auto Assoc. & Cie.,30.59.8555,,30-04-2007 00:00
10312,38,Vintage Cars,100,Mini Gifts Distributors Ltd.,4155551450,CA,01-05-2007 00:00
10322,48,Vintage Cars,47.04,Online Diecast Creations Co.,6035558647,NH,02-05-2007 00:00
10332,40,Vintage Cars,39.8,"AV Stores, Co.",(171) 555-1555,,03-05-2007 00:00
10347,45,Vintage Cars,100,"Australian Collectors, Co.",03 9520 4555,Victoria,04-05-2007 00:00
10357,44,Vintage Cars,100,Mini Gifts Distributors Ltd.,4155551450,CA,05-05-2007 00:00
10369,21,Vintage Cars,94.22,Collectables For Less Inc.,6175558555,MA,06-05-2007 00:00
10381,35,Vintage Cars,100,Corporate Gift Ideas Co.,6505551386,CA,07-05-2007 00:00
10392,29,Vintage Cars,86.92,Mini Auto Werke,7675-3555,,08-05-2007 00:00
10423,21,Vintage Cars,84.82,Petit Auto,(02) 5554 67,,09-05-2007 00:00
10105,22,Vintage Cars,100,Danish Wholesale Imports,31 12 3555,,10-05-2007 00:00
10117,26,Vintage Cars,100,"Dragon Souveniers, Ltd.",+65 221 7555,,11-05-2007 00:00
10128,41,Vintage Cars,100,Euro Shopping Channel,(91) 555 94 44,,12-05-2007 00:00
10142,47,Vintage Cars,100,Mini Gifts Distributors Ltd.,4155551450,CA,13-05-2007 00:00
10153,31,Vintage Cars,100,Euro Shopping Channel,(91) 555 94 44,,14-05-2007 00:00
10166,43,Vintage Cars,100,FunGiftIdeas.com,5085552555,MA,15-05-2007 00:00
10177,23,Vintage Cars,100,CAF Imports,+34 913 728 555,,16-05-2007 00:00
10185,28,Vintage Cars,100,Mini Creations Ltd.,5085559555,MA,17-05-2007 00:00
10196,49,Vintage Cars,100,Super Scale Inc.,2035559545,CT,18-05-2007 00:00
10208,24,Vintage Cars,100,"Saveley & Henriot, Co.",78.32.5555,,19-05-2007 00:00
10221,33,Vintage Cars,100,Petit Auto,(02) 5554 67,,20-05-2007 00:00
10232,22,Vintage Cars,100,giftsbymail.co.uk,(198) 555-8888,Isle of Wight,21-05-2007 00:00
10248,32,Vintage Cars,100,Land of Toys Inc.,2125557818,NY,22-05-2007 00:00
10273,40,Vintage Cars,100,Petit Auto,(02) 5554 67,,23-05-2007 00:00
10282,43,Vintage Cars,100,Mini Gifts Distributors Ltd.,4155551450,CA,24-05-2007 00:00
10293,24,Vintage Cars,100,Amica Models & Co.,011-4988555,,25-05-2007 00:00
10306,32,Vintage Cars,100,"AV Stores, Co.",(171) 555-1555,,26-05-2007 00:00
10314,20,Vintage Cars,100,Heintze Collectables,86 21 3555,,27-05-2007 00:00
10325,24,Vintage Cars,69.12,Baane Mini Imports,07-98 9555,,28-05-2007 00:00
10336,48,Vintage Cars,100,"La Corne D'abondance, Co.",(1) 42.34.2555,,29-05-2007 00:00
10350,44,Vintage Cars,100,Euro Shopping Channel,(91) 555 94 44,,30-05-2007 00:00
10372,28,Vintage Cars,100,"Tokyo Collectables, Ltd",+81 3 3584 0555,Tokyo,31-05-2007 00:00
10383,24,Vintage Cars,61.52,Euro Shopping Channel,(91) 555 94 44,,01-06-2007 00:00
10396,33,Vintage Cars,100,Mini Gifts Distributors Ltd.,4155551450,CA,02-06-2007 00:00
10414,41,Vintage Cars,100,Gifts4AllAges.com,6175559555,MA,03-06-2007 00:00
10104,23,Classic Cars,100,Euro Shopping Channel,(91) 555 94 44,,04-06-2007 00:00
10109,46,Classic Cars,100,Motor Mint Distributors Inc.,2155559857,PA,05-06-2007 00:00
10114,48,Classic Cars,100,"La Corne D'abondance, Co.",(1) 42.34.2555,,06-06-2007 00:00
10122,25,Classic Cars,100,Marseille Mini Autos,91.24.4555,,07-06-2007 00:00
10127,22,Classic Cars,100,Muscle Machine Inc,2125557413,NY,08-06-2007 00:00
10136,41,Classic Cars,100,Alpha Cognac,61.77.6555,,09-06-2007 00:00
10141,34,Classic Cars,100,Suominen Souveniers,+358 9 8045 555,,10-06-2007 00:00
10148,32,Classic Cars,100,"Anna's Decorations, Ltd",02 9936 8555,NSW,11-06-2007 00:00
10151,21,Classic Cars,100,"Oulu Toy Supplies, Inc.",981-443655,,12-06-2007 00:00
10160,20,Classic Cars,100,"Men 'R' US Retailers, Ltd.",2155554369,CA,13-06-2007 00:00
10165,47,Classic Cars,100,"Dragon Souveniers, Ltd.",+65 221 7555,,14-06-2007 00:00
10171,39,Classic Cars,100,Quebec Home Shopping Network,(514) 555-8054,Quebec,15-06-2007 00:00
10175,29,Classic Cars,100,"Stylish Desk Decors, Co.",(171) 555-0297,,16-06-2007 00:00
10181,45,Classic Cars,100,Herkku Gifts,+47 2267 3215,,17-06-2007 00:00
10184,28,Classic Cars,100,"Iberia Gift Imports, Corp.",(95) 555 82 82,,18-06-2007 00:00
10192,26,Classic Cars,100,Online Diecast Creations Co.,6035558647,NH,19-06-2007 00:00
10195,50,Classic Cars,100,Mini Classics,9145554562,NY,20-06-2007 00:00
10203,48,Classic Cars,100,Euro Shopping Channel,(91) 555 94 44,,21-06-2007 00:00
10207,25,Classic Cars,100,Diecast Collectables,6175552555,MA,22-06-2007 00:00
10212,40,Classic Cars,100,Euro Shopping Channel,(91) 555 94 44,,23-06-2007 00:00
10225,43,Classic Cars,100,"Vida Sport, Ltd",0897-034555,,24-06-2007 00:00
10229,22,Classic Cars,100,Mini Gifts Distributors Ltd.,4155551450,CA,25-06-2007 00:00
10239,47,Classic Cars,100,"Oulu Toy Supplies, Inc.",981-443655,,26-06-2007 00:00
10246,36,Classic Cars,100,Euro Shopping Channel,(91) 555 94 44,,27-06-2007 00:00
10253,40,Classic Cars,100,"UK Collectables, Ltd.",(171) 555-2282,,28-06-2007 00:00
10259,27,Classic Cars,100,Handji Gifts& Co,+65 224 1555,,29-06-2007 00:00
10266,29,Classic Cars,100,L'ordine Souveniers,0522-556555,,30-06-2007 00:00
10271,20,Classic Cars,100,Mini Gifts Distributors Ltd.,4155551450,CA,01-07-2007 00:00
10278,42,Classic Cars,100,Signal Gift Stores,7025551838,NV,02-07-2007 00:00
10281,25,Classic Cars,100,Diecast Classics Inc.,2155551555,PA,03-07-2007 00:00
10287,36,Classic Cars,100,"Vida Sport, Ltd",0897-034555,,04-07-2007 00:00
10292,21,Classic Cars,100,Land of Toys Inc.,2125557818,NY,05-07-2007 00:00
10301,23,Classic Cars,100,"Norway Gifts By Mail, Co.",+47 2212 1555,,06-07-2007 00:00
10305,37,Classic Cars,100,Marta's Replicas Co.,6175558555,MA,07-07-2007 00:00
10310,48,Classic Cars,100,"Toms Spezialitten, Ltd",0221-5554327,,08-07-2007 00:00
10313,25,Classic Cars,100,Canadian Gift Exchange Network,(604) 555-3392,BC,09-07-2007 00:00
10321,33,Classic Cars,100,FunGiftIdeas.com,5085552555,MA,10-07-2007 00:00
10324,27,Classic Cars,100,Vitachrome Inc.,2125551500,NY,11-07-2007 00:00
10331,27,Classic Cars,100,Motor Mint Distributors Inc.,2155559857,PA,12-07-2007 00:00
10334,20,Classic Cars,100,"Volvo Model Replicas, Co",0921-12 3555,,13-07-2007 00:00
10342,30,Classic Cars,100,"Australian Collectors, Co.",03 9520 4555,Victoria,14-07-2007 00:00
10349,48,Classic Cars,100,Muscle Machine Inc,2125557413,NY,15-07-2007 00:00
10358,32,Classic Cars,93.49,Euro Shopping Channel,(91) 555 94 44,,16-07-2007 00:00
10366,34,Classic Cars,100,Royale Belge,(071) 23 67 2555,,17-07-2007 00:00
10370,27,Classic Cars,56.85,"Anna's Decorations, Ltd",02 9936 8555,NSW,18-07-2007 00:00
10377,39,Classic Cars,100,"Toys of Finland, Co.",90-224 8555,,19-07-2007 00:00
10383,47,Classic Cars,100,Euro Shopping Channel,(91) 555 94 44,,20-07-2007 00:00
10394,22,Classic Cars,100,Euro Shopping Channel,(91) 555 94 44,,21-07-2007 00:00
10405,55,Classic Cars,100,Mini Caravy,88.60.1555,,22-07-2007 00:00
10412,60,Classic Cars,100,Euro Shopping Channel,(91) 555 94 44,,23-07-2007 00:00
10419,35,Classic Cars,100,Salzburg Collectables,6562-9555,,24-07-2007 00:00
10425,28,Classic Cars,100,La Rochelle Gifts,40.67.8555,,25-07-2007 00:00
10105,38,Trains,100,Danish Wholesale Imports,31 12 3555,,26-07-2007 00:00
10117,21,Trains,95.8,"Dragon Souveniers, Ltd.",+65 221 7555,,27-07-2007 00:00
10128,41,Trains,100,Euro Shopping Channel,(91) 555 94 44,,28-07-2007 00:00
10142,22,Trains,97.81,Mini Gifts Distributors Ltd.,4155551450,CA,29-07-2007 00:00
10153,29,Trains,88.74,Euro Shopping Channel,(91) 555 94 44,,30-07-2007 00:00
10165,50,Trains,100,"Dragon Souveniers, Ltd.",+65 221 7555,,31-07-2007 00:00
10177,29,Trains,100,CAF Imports,+34 913 728 555,,01-08-2007 00:00
10185,49,Trains,80.67,Mini Creations Ltd.,5085559555,MA,02-08-2007 00:00
10196,35,Trains,100,Super Scale Inc.,2035559545,CT,03-08-2007 00:00
10208,48,Trains,100,"Saveley & Henriot, Co.",78.32.5555,,04-08-2007 00:00
10221,23,Trains,80.67,Petit Auto,(02) 5554 67,,05-08-2007 00:00
10232,48,Trains,95.8,giftsbymail.co.uk,(198) 555-8888,Isle of Wight,06-08-2007 00:00
10248,42,Trains,100,Land of Toys Inc.,2125557818,NY,07-08-2007 00:00
10273,47,Trains,100,Petit Auto,(02) 5554 67,,08-08-2007 00:00
10282,36,Trains,100,Mini Gifts Distributors Ltd.,4155551450,CA,09-08-2007 00:00
10293,22,Trains,100,Amica Models & Co.,011-4988555,,10-08-2007 00:00
10306,40,Trains,91.76,"AV Stores, Co.",(171) 555-1555,,11-08-2007 00:00
10314,23,Trains,100,Heintze Collectables,86 21 3555,,12-08-2007 00:00
10326,32,Trains,100,"Volvo Model Replicas, Co",0921-12 3555,,13-08-2007 00:00
10336,21,Trains,100,"La Corne D'abondance, Co.",(1) 42.34.2555,,14-08-2007 00:00
10350,41,Trains,93.04,Euro Shopping Channel,(91) 555 94 44,,15-08-2007 00:00
10372,25,Trains,84.71,"Tokyo Collectables, Ltd",+81 3 3584 0555,Tokyo,16-08-2007 00:00
10383,26,Trains,100,Euro Shopping Channel,(91) 555 94 44,,17-08-2007 00:00
10396,24,Trains,89.75,Mini Gifts Distributors Ltd.,4155551450,CA,18-08-2007 00:00
10414,48,Trains,100,Gifts4AllAges.com,6175559555,MA,19-08-2007 00:00
10108,26,Classic Cars,68.35,Cruz & Sons Co.,+63 2 555 3587,,20-08-2007 00:00
10122,21,Classic Cars,73.17,Marseille Mini Autos,91.24.4555,,21-08-2007 00:00
10135,45,Classic Cars,78,Mini Gifts Distributors Ltd.,4155551450,CA,22-08-2007 00:00
10147,36,Classic Cars,86.04,Collectables For Less Inc.,6175558555,MA,23-08-2007 00:00
10159,21,Classic Cars,81.21,Corporate Gift Ideas Co.,6505551386,CA,24-08-2007 00:00
10169,32,Classic Cars,70.76,"Anna's Decorations, Ltd",02 9936 8555,NSW,25-08-2007 00:00
10181,30,Classic Cars,82.82,Herkku Gifts,+47 2267 3215,,26-08-2007 00:00
10191,36,Classic Cars,94.88,"Toms Spezialitten, Ltd",0221-5554327,,27-08-2007 00:00
10203,33,Classic Cars,86.04,Euro Shopping Channel,(91) 555 94 44,,28-08-2007 00:00
10211,35,Classic Cars,78,Auto Canal Petit,(1) 47.55.6555,,29-08-2007 00:00
10225,37,Classic Cars,95.69,"Vida Sport, Ltd",0897-034555,,30-08-2007 00:00
10238,41,Classic Cars,73.17,Danish Wholesale Imports,31 12 3555,,31-08-2007 00:00
10252,20,Classic Cars,76.39,Auto Canal Petit,(1) 47.55.6555,,01-09-2007 00:00
10265,45,Classic Cars,86.84,"Australian Collectables, Ltd",61-9-3844-6555,Victoria,02-09-2007 00:00
10276,38,Classic Cars,69.96,Online Mini Collectables,6175557555,MA,03-09-2007 00:00
10287,43,Classic Cars,70.76,"Vida Sport, Ltd",0897-034555,,04-09-2007 00:00
10300,49,Classic Cars,78.8,"Blauer See Auto, Co.",+49 69 66 90 2555,,05-09-2007 00:00
10310,27,Classic Cars,80.41,"Toms Spezialitten, Ltd",0221-5554327,,06-09-2007 00:00
10319,46,Classic Cars,73.98,Microscale Inc.,2125551957,NY,07-09-2007 00:00
10329,38,Classic Cars,59.1,Land of Toys Inc.,2125557818,NY,08-09-2007 00:00
10342,25,Classic Cars,66.74,"Australian Collectors, Co.",03 9520 4555,Victoria,09-09-2007 00:00
10363,46,Classic Cars,60.3,Suominen Souveniers,+358 9 8045 555,,10-09-2007 00:00
10378,22,Classic Cars,100,Euro Shopping Channel,(91) 555 94 44,,11-09-2007 00:00
10390,40,Classic Cars,100,Mini Gifts Distributors Ltd.,4155551450,CA,12-09-2007 00:00
10103,46,Vintage Cars,100,Baane Mini Imports,07-98 9555,,13-09-2007 00:00
10111,39,Vintage Cars,100,Mini Wheels Co.,6505555787,CA,14-09-2007 00:00
10126,38,Vintage Cars,82.34,"Corrida Auto Replicas, Ltd",(91) 555 22 82,,15-09-2007 00:00
10139,30,Vintage Cars,100,Souveniers And Things Co.,+61 2 9495 8555,NSW,16-09-2007 00:00
10149,42,Vintage Cars,94.25,Signal Collectibles Ltd.,4155554312,CA,17-09-2007 00:00
10163,43,Vintage Cars,100,Classic Legends Inc.,2125558493,NY,18-09-2007 00:00
10173,29,Vintage Cars,95.24,Rovelli Gifts,035-640555,,19-09-2007 00:00
10182,33,Vintage Cars,86.31,Mini Gifts Distributors Ltd.,4155551450,CA,20-09-2007 00:00
10193,32,Vintage Cars,79.37,"Australian Collectables, Ltd",61-9-3844-6555,Victoria,21-09-2007 00:00
10206,28,Vintage Cars,87.3,Canadian Gift Exchange Network,(604) 555-3392,BC,22-09-2007 00:00
10215,41,Vintage Cars,100,West Coast Collectables Co.,3105553722,CA,23-09-2007 00:00
10227,33,Vintage Cars,100,"Saveley & Henriot, Co.",78.32.5555,,24-09-2007 00:00
10244,36,Vintage Cars,84.33,Euro Shopping Channel,(91) 555 94 44,,25-09-2007 00:00
10257,26,Vintage Cars,89.29,The Sharp Gifts Warehouse,4085553659,CA,26-09-2007 00:00
10280,34,Vintage Cars,100,Amica Models & Co.,011-4988555,,27-09-2007 00:00
10290,26,Vintage Cars,96.23,Auto-Moto Classics Inc.,6175558428,MA,28-09-2007 00:00
10304,38,Vintage Cars,100,Auto Assoc. & Cie.,30.59.8555,,29-09-2007 00:00
10312,33,Vintage Cars,100,Mini Gifts Distributors Ltd.,4155551450,CA,30-09-2007 00:00
10323,33,Vintage Cars,91.27,"Blauer See Auto, Co.",+49 69 66 90 2555,,01-10-2007 00:00
10333,46,Vintage Cars,100,Mini Wheels Co.,6505555787,CA,02-10-2007 00:00
10347,26,Vintage Cars,100,"Australian Collectors, Co.",03 9520 4555,Victoria,03-10-2007 00:00
10357,25,Vintage Cars,100,Mini Gifts Distributors Ltd.,4155551450,CA,04-10-2007 00:00
10369,45,Vintage Cars,73.08,Collectables For Less Inc.,6175558555,MA,05-10-2007 00:00
10382,50,Vintage Cars,100,Mini Gifts Distributors Ltd.,4155551450,CA,06-10-2007 00:00
10392,36,Vintage Cars,100,Mini Auto Werke,7675-3555,,07-10-2007 00:00
10423,21,Vintage Cars,89.29,Petit Auto,(02) 5554 67,,08-10-2007 00:00
10108,29,Classic Cars,100,Cruz & Sons Co.,+63 2 555 3587,,09-10-2007 00:00
10122,21,Classic Cars,100,Marseille Mini Autos,91.24.4555,,10-10-2007 00:00
10135,42,Classic Cars,100,Mini Gifts Distributors Ltd.,4155551450,CA,11-10-2007 00:00
10147,37,Classic Cars,100,Collectables For Less Inc.,6175558555,MA,12-10-2007 00:00
10159,25,Classic Cars,100,Corporate Gift Ideas Co.,6505551386,CA,13-10-2007 00:00
10169,36,Classic Cars,100,"Anna's Decorations, Ltd",02 9936 8555,NSW,14-10-2007 00:00
10181,22,Classic Cars,100,Herkku Gifts,+47 2267 3215,,15-10-2007 00:00
10191,23,Classic Cars,100,"Toms Spezialitten, Ltd",0221-5554327,,16-10-2007 00:00
10203,32,Classic Cars,100,Euro Shopping Channel,(91) 555 94 44,,17-10-2007 00:00
10211,28,Classic Cars,100,Auto Canal Petit,(1) 47.55.6555,,18-10-2007 00:00
10225,27,Classic Cars,100,"Vida Sport, Ltd",0897-034555,,19-10-2007 00:00
10238,49,Classic Cars,100,Danish Wholesale Imports,31 12 3555,,20-10-2007 00:00
10252,41,Classic Cars,100,Auto Canal Petit,(1) 47.55.6555,,21-10-2007 00:00
10265,49,Classic Cars,100,"Australian Collectables, Ltd",61-9-3844-6555,Victoria,22-10-2007 00:00
10276,30,Classic Cars,100,Online Mini Collectables,6175557555,MA,23-10-2007 00:00
10287,40,Classic Cars,100,"Vida Sport, Ltd",0897-034555,,24-10-2007 00:00
10300,23,Classic Cars,100,"Blauer See Auto, Co.",+49 69 66 90 2555,,25-10-2007 00:00
10310,49,Classic Cars,100,"Toms Spezialitten, Ltd",0221-5554327,,26-10-2007 00:00
10320,25,Classic Cars,100,"Volvo Model Replicas, Co",0921-12 3555,,27-10-2007 00:00
10330,37,Classic Cars,100,Cruz & Sons Co.,+63 2 555 3587,,28-10-2007 00:00
10342,55,Classic Cars,100,"Australian Collectors, Co.",03 9520 4555,Victoria,29-10-2007 00:00
10355,23,Classic Cars,100,Euro Shopping Channel,(91) 555 94 44,,30-10-2007 00:00
10363,24,Classic Cars,100,Suominen Souveniers,+358 9 8045 555,,31-10-2007 00:00
10378,43,Classic Cars,96.49,Euro Shopping Channel,(91) 555 94 44,,01-11-2007 00:00
10390,50,Classic Cars,100,Mini Gifts Distributors Ltd.,4155551450,CA,02-11-2007 00:00
10109,47,Classic Cars,100,Motor Mint Distributors Inc.,2155559857,PA,03-11-2007 00:00
10123,34,Classic Cars,100,Atelier graphique,40.32.2555,,04-11-2007 00:00
10137,31,Classic Cars,100,Reims Collectables,26.47.1555,,05-11-2007 00:00
10148,28,Classic Cars,100,"Anna's Decorations, Ltd",02 9936 8555,NSW,06-11-2007 00:00
10161,36,Classic Cars,100,Heintze Collectables,86 21 3555,,07-11-2007 00:00
10172,48,Classic Cars,100,Gift Depot Inc.,2035552570,CT,08-11-2007 00:00
10181,39,Classic Cars,100,Herkku Gifts,+47 2267 3215,,09-11-2007 00:00
10192,45,Classic Cars,100,Online Diecast Creations Co.,6035558647,NH,10-11-2007 00:00
10204,35,Classic Cars,100,Muscle Machine Inc,2125557413,NY,11-11-2007 00:00
10212,45,Classic Cars,100,Euro Shopping Channel,(91) 555 94 44,,12-11-2007 00:00
10226,46,Classic Cars,100,Collectable Mini Designs Co.,7605558146,CA,13-11-2007 00:00
10240,37,Classic Cars,100,Osaka Souveniers Co.,+81 06 6342 5555,Osaka,14-11-2007 00:00
10253,31,Classic Cars,100,"UK Collectables, Ltd.",(171) 555-2282,,15-11-2007 00:00
10266,33,Classic Cars,100,L'ordine Souveniers,0522-556555,,16-11-2007 00:00
10278,31,Classic Cars,100,Signal Gift Stores,7025551838,NV,17-11-2007 00:00
10287,27,Classic Cars,100,"Vida Sport, Ltd",0897-034555,,18-11-2007 00:00
10301,39,Classic Cars,100,"Norway Gifts By Mail, Co.",+47 2212 1555,,19-11-2007 00:00
10311,32,Classic Cars,100,Euro Shopping Channel,(91) 555 94 44,,20-11-2007 00:00
10321,28,Classic Cars,100,FunGiftIdeas.com,5085552555,MA,21-11-2007 00:00
10331,26,Classic Cars,67.91,Motor Mint Distributors Inc.,2155559857,PA,22-11-2007 00:00
10343,44,Classic Cars,84.88,Reims Collectables,26.47.1555,,23-11-2007 00:00
10367,46,Classic Cars,100,Toys4GrownUps.com,6265557265,CA,24-11-2007 00:00
10379,32,Classic Cars,70.83,Euro Shopping Channel,(91) 555 94 44,,25-11-2007 00:00
10406,65,Classic Cars,100,Danish Wholesale Imports,31 12 3555,,26-11-2007 00:00
10419,43,Classic Cars,100,Salzburg Collectables,6562-9555,,27-11-2007 00:00
10108,43,Motorcycles,67.77,Cruz & Sons Co.,+63 2 555 3587,,28-11-2007 00:00
10122,35,Motorcycles,49.74,Marseille Mini Autos,91.24.4555,,29-11-2007 00:00
10135,45,Motorcycles,50.36,Mini Gifts Distributors Ltd.,4155551450,CA,30-11-2007 00:00
10146,47,Motorcycles,67.14,Gift Ideas Corp.,2035554407,CT,01-12-2007 00:00
10159,21,Motorcycles,64.66,Corporate Gift Ideas Co.,6505551386,CA,02-12-2007 00:00
10169,38,Motorcycles,68.39,"Anna's Decorations, Ltd",02 9936 8555,NSW,03-12-2007 00:00
10180,21,Motorcycles,50.36,Daedalus Designs Imports,20.16.1555,,04-12-2007 00:00
10191,43,Motorcycles,72.74,"Toms Spezialitten, Ltd",0221-5554327,,05-12-2007 00:00
10211,46,Motorcycles,54.09,Auto Canal Petit,(1) 47.55.6555,,06-12-2007 00:00
10224,38,Motorcycles,58.44,Daedalus Designs Imports,20.16.1555,,07-12-2007 00:00
10237,26,Motorcycles,52.22,Vitachrome Inc.,2125551500,NY,08-12-2007 00:00
10252,31,Motorcycles,52.84,Auto Canal Petit,(1) 47.55.6555,,09-12-2007 00:00
10264,48,Motorcycles,54.71,Gifts4AllAges.com,6175559555,MA,10-12-2007 00:00
10276,33,Motorcycles,50.36,Online Mini Collectables,6175557555,MA,11-12-2007 00:00
10286,38,Motorcycles,57.2,"La Corne D'abondance, Co.",(1) 42.34.2555,,12-12-2007 00:00
10299,39,Motorcycles,55.95,"Toys of Finland, Co.",90-224 8555,,13-12-2007 00:00
10310,42,Motorcycles,67.14,"Toms Spezialitten, Ltd",0221-5554327,,14-12-2007 00:00
10319,44,Motorcycles,59.06,Microscale Inc.,2125551957,NY,15-12-2007 00:00
10330,29,Motorcycles,69.63,Cruz & Sons Co.,+63 2 555 3587,,16-12-2007 00:00
10342,26,Motorcycles,55.95,"Australian Collectors, Co.",03 9520 4555,Victoria,17-12-2007 00:00
10355,31,Motorcycles,53.47,Euro Shopping Channel,(91) 555 94 44,,18-12-2007 00:00
10363,32,Motorcycles,89.12,Suominen Souveniers,+358 9 8045 555,,19-12-2007 00:00
10378,28,Motorcycles,100,Euro Shopping Channel,(91) 555 94 44,,20-12-2007 00:00
10390,36,Motorcycles,100,Mini Gifts Distributors Ltd.,4155551450,CA,21-12-2007 00:00
10403,36,Motorcycles,52.22,"UK Collectables, Ltd.",(171) 555-2282,,22-12-2007 00:00
10106,41,Vintage Cars,100,Rovelli Gifts,035-640555,,23-12-2007 00:00
10119,27,Vintage Cars,99.52,Salzburg Collectables,6562-9555,,24-12-2007 00:00
10130,33,Vintage Cars,100,Auto-Moto Classics Inc.,6175558428,MA,25-12-2007 00:00
10143,34,Vintage Cars,100,Mini Creations Ltd.,5085559555,MA,26-12-2007 00:00
10155,29,Vintage Cars,100,"Toys of Finland, Co.",90-224 8555,,27-12-2007 00:00
10167,34,Vintage Cars,100,Scandinavian Gift Ideas,0695-34 6555,,28-12-2007 00:00
